"NumEnr"|"Référence"|"Tare"|"Commentaires"|"Date_Création"|"Date_Modification"|"Clos"|"Stockage"|"Article"
"764"|"B1045"|"30616"|""|"12/02/2007 14:45:23"|"12/02/2007 14:45:33"|"0"|"meb-2"|"912"
"765"|""|"0"|""|"12/02/2007 14:46:24"|"12/02/2007 14:46:36"|"0"|"2b-d20"|"785"
"766"|"B421"|"30028"|""|"12/02/2007 14:47:27"|"12/02/2007 14:47:44"|"0"|"MEB-3"|"913"
"767"|"B446"|"30179"|""|"12/02/2007 15:17:54"|"12/02/2007 15:18:04"|"0"|"MEB-2"|"763"
"768"|"B410"|"30317"|""|"12/02/2007 15:18:50"|"12/02/2007 15:19:00"|"0"|"meb-2"|"758"
"769"|"B470"|"30249"|""|"12/02/2007 15:19:48"|"12/02/2007 15:19:59"|"0"|"MEB-2"|"759"
"770"|"b129"|"31450"|""|"12/02/2007 15:21:03"|"12/02/2007 15:21:37"|"0"|"meb-3"|"651"
"771"|"b406"|"30310"|""|"12/02/2007 15:27:08"|"12/02/2007 15:27:18"|"0"|"meb-2"|"575"
"772"|"b530"|"30134"|""|"12/02/2007 15:28:04"|"12/02/2007 15:28:14"|"0"|"meb-2"|"732"
"773"|"b660"|"30326"|""|"12/02/2007 15:28:56"|"12/02/2007 15:29:09"|"0"|"meb-2"|"746"
"774"|"b382"|"30310"|""|"13/02/2007 09:51:02"|"13/02/2007 09:51:12"|"0"|"MEB-4"|"915"
"775"|"b644"|"30051"|""|"13/02/2007 09:52:00"|"13/02/2007 09:52:13"|"0"|"Meb-4"|"916"
"776"|"B788"|"29384"|""|"13/02/2007 09:52:58"|"13/02/2007 09:53:11"|"0"|"MEB-3"|"917"
"777"|"B479"|"29373"|""|"13/02/2007 09:54:53"|"13/02/2007 09:55:07"|"0"|"MEB-3"|"918"
"778"|"B1057"|"30647"|""|"13/02/2007 09:56:01"|"13/02/2007 09:56:44"|"0"|"MEB-2"|"919"
"779"|"B334"|"31196"|""|"13/02/2007 09:57:48"|"13/02/2007 09:57:59"|"0"|"MEB-3"|"920"
"780"|"b599"|"29327"|""|"13/02/2007 09:58:50"|"13/02/2007 09:59:05"|"0"|"MEB-3"|"921"
"781"|"b178"|"30490"|""|"13/02/2007 10:00:34"|"13/02/2007 10:00:46"|"0"|"MEB-3"|"922"
"782"|"b1054"|"30494"|""|"13/02/2007 10:02:12"|"13/02/2007 10:02:26"|"0"|"MEB-3"|"923"
"783"|"B1055"|"30782"|""|"13/02/2007 10:03:09"|"13/02/2007 10:31:45"|"0"|"MEB-3"|"924"
"784"|"b411"|"29221"|""|"13/02/2007 10:38:43"|"13/02/2007 10:38:55"|"0"|"meb-4"|"925"
"785"|"b388"|"30252"|""|"13/02/2007 10:40:06"|"13/02/2007 10:40:22"|"0"|"meb-3"|"926"
"786"|"b134"|"30404"|""|"13/02/2007 10:41:08"|"13/02/2007 10:41:20"|"0"|"MEB-3"|"927"
"787"|"B124"|"31316"|""|"13/02/2007 10:41:58"|"13/02/2007 10:42:10"|"0"|"meb-3"|"928"
"788"|"b544"|"30131"|""|"13/02/2007 10:42:51"|"13/02/2007 10:43:01"|"0"|"meb-4"|"929"
"789"|"b654"|"30495"|""|"13/02/2007 10:43:38"|"13/02/2007 10:43:47"|"0"|"meb-4"|"930"
"790"|"b282"|"30498"|""|"13/02/2007 10:45:02"|"13/02/2007 10:45:16"|"0"|"meb-3"|"931"
"791"|"b027"|"30322"|""|"13/02/2007 11:22:17"|"13/02/2007 11:22:29"|"0"|"MEB-3"|"932"
"792"|"b989"|"1800"|""|"13/02/2007 11:23:33"|"13/02/2007 11:23:50"|"0"|"meb-4"|"933"
"793"|"b125"|"31415"|""|"13/02/2007 11:24:52"|"13/02/2007 11:25:02"|"0"|"meb-3"|"934"
"794"|"b012"|"31430"|""|"13/02/2007 11:25:50"|"13/02/2007 11:26:01"|"0"|"meb-3"|"935"
"795"|"b143"|"30438"|""|"13/02/2007 11:26:55"|"13/02/2007 11:27:10"|"0"|"meb-3"|"936"
"796"|"b148"|"31170"|""|"13/02/2007 11:27:54"|"13/02/2007 11:28:04"|"0"|"meb-3"|"937"
"797"|"b114"|"31374"|""|"13/02/2007 11:28:49"|"13/02/2007 11:29:02"|"0"|"meb-3"|"938"
"798"|"b495"|"29358"|""|"13/02/2007 11:29:40"|"13/02/2007 11:29:51"|"0"|"meb-3"|"939"
"799"|"b610"|"30052"|""|"13/02/2007 11:31:14"|"26/05/2008 15:32:36"|"0"|"meb-2"|"940"
"800"|"b168"|"30524"|""|"13/02/2007 11:32:10"|"13/02/2007 11:32:20"|"0"|"meb-3"|"941"
"801"|"b175"|"30362"|""|"13/02/2007 11:33:00"|"13/02/2007 11:33:11"|"0"|"meb-3"|"942"
"802"|"b785"|"29950"|""|"13/02/2007 11:33:52"|"13/02/2007 11:34:01"|"0"|"meb-3"|"943"
"803"|"b799"|"30316"|""|"13/02/2007 11:35:36"|"13/02/2007 11:35:51"|"0"|"meb-2"|"944"
"804"|"b1052"|"30912"|""|"13/02/2007 11:36:40"|"13/02/2007 11:36:52"|"0"|"meb-2"|"945"
"805"|"b1060"|"30379"|""|"13/02/2007 11:37:38"|"13/02/2007 11:37:52"|"0"|"meb-3"|"946"
"806"|"b562"|"30018"|""|"13/02/2007 11:38:30"|"13/02/2007 11:38:42"|"0"|"meb-3"|"947"
"807"|"b165"|"31264"|""|"13/02/2007 11:39:25"|"13/02/2007 11:39:37"|"0"|"meb-3"|"948"
"808"|"b173"|"31173"|""|"13/02/2007 11:40:15"|"13/02/2007 11:40:25"|"0"|"meb-4"|"949"
"809"|"b1053"|"30365"|""|"13/02/2007 11:41:06"|"13/02/2007 11:41:21"|"0"|"meb-2"|"950"
"810"|"b332"|"30545"|""|"13/02/2007 11:41:56"|"13/02/2007 11:42:10"|"0"|"meb-3"|"951"
"811"|"b393"|"31231"|""|"13/02/2007 11:42:54"|"13/02/2007 11:43:07"|"0"|"meb-4"|"952"
"812"|"b343"|"30304"|""|"13/02/2007 11:43:42"|"13/02/2007 11:43:50"|"0"|"meb-3"|"953"
"813"|"b354"|"31225"|""|"13/02/2007 11:44:32"|"13/02/2007 11:44:42"|"0"|"meb-3"|"954"
"814"|"b113"|"30466"|""|"13/02/2007 11:45:15"|"13/02/2007 11:45:23"|"0"|"meb-4"|"955"
"815"|"b482"|"30410"|""|"13/02/2007 11:46:05"|"13/02/2007 11:46:15"|"0"|"meb-3"|"956"
"816"|"b263"|"30501"|""|"13/02/2007 11:46:58"|"13/02/2007 11:47:07"|"0"|"meb-4"|"957"
"817"|"b022"|"30220"|""|"13/02/2007 11:47:41"|"13/02/2007 11:47:51"|"0"|"meb-3"|"958"
"818"|"b434"|"29260"|""|"13/02/2007 11:48:25"|"13/02/2007 11:48:35"|"0"|"meb-3"|"959"
"819"|"b381"|"31065"|""|"13/02/2007 11:49:11"|"13/02/2007 11:49:20"|"0"|"meb-3"|"960"
"820"|"b123"|"30414"|""|"13/02/2007 11:50:13"|"13/02/2007 11:50:23"|"0"|"meb-3"|"961"
"821"|"b422"|"30158"|""|"13/02/2007 11:51:10"|"13/02/2007 11:51:18"|"0"|"meb-3"|"962"
"822"|"b154"|"31209"|""|"13/02/2007 11:51:51"|"13/02/2007 11:52:00"|"0"|"meb-4"|"963"
"823"|"b042"|"30499"|""|"13/02/2007 11:52:41"|"13/02/2007 11:52:54"|"0"|"meb-3"|"964"
"824"|"b374"|"31490"|""|"13/02/2007 12:01:05"|"13/02/2007 12:01:19"|"0"|"meb-4"|"965"
"825"|"b454"|"30097"|""|"13/02/2007 12:01:59"|"13/02/2007 12:02:10"|"0"|"meb-4"|"966"
"826"|"b444"|"30216"|""|"13/02/2007 12:02:50"|"13/02/2007 12:03:01"|"0"|"meb-4"|"967"
"827"|"b333"|"30574"|""|"13/02/2007 12:03:42"|"13/02/2007 12:03:52"|"0"|"meb-3"|"968"
"828"|"b1061"|"31320"|""|"13/02/2007 12:04:29"|"13/02/2007 12:04:37"|"0"|"meb-2"|"969"
"829"|"b1056"|"30259"|""|"13/02/2007 12:07:58"|"13/02/2007 12:08:11"|"0"|"meb-2"|"970"
"830"|"b453"|"30064"|""|"13/02/2007 12:09:18"|"13/02/2007 12:09:30"|"0"|"meb-4"|"971"
"831"|"b257"|"30399"|""|"13/02/2007 14:31:45"|"22/08/2008 10:39:38"|"0"|"DIV"|"546"
"832"|"PC411"|"0"|""|"13/02/2007 14:36:59"|"13/02/2007 14:37:12"|"0"|"Boite VEL"|"547"
"833"|"A1365"|"57868"|""|"15/02/2007 12:19:17"|"31/07/2008 13:39:08"|"0"|"CROT-3"|"493"
"835"|"B1184"|"28900"|""|"15/02/2007 12:25:44"|"31/07/2008 13:39:38"|"0"|"CROT-3"|"493"
"838"|"A1133"|"54730"|""|"01/03/2007 08:21:36"|"19/08/2008 11:06:47"|"0"|"VEG-1"|"712"
"842"|"A1366"|"58471"|""|"22/03/2007 09:25:37"|"31/07/2008 12:32:37"|"0"|"CROT-2"|"246"
"843"|"B1185"|"28406"|""|"22/03/2007 16:13:55"|"06/08/2008 12:14:07"|"0"|"ELAP-2"|"350"
"844"|"B1091"|"30762"|""|"10/04/2007 09:01:04"|"10/04/2007 09:01:18"|"0"|"VEG-6"|"1019"
"845"|"B1092"|"30797"|""|"10/04/2007 09:02:23"|"10/04/2007 09:02:34"|"0"|"VEG-6"|"1020"
"846"|"B1113"|"30754"|""|"10/04/2007 09:03:40"|"10/04/2007 09:03:51"|"0"|"VEG-7"|"1021"
"847"|"b1073"|"30618"|""|"10/04/2007 09:04:59"|"10/04/2007 09:05:09"|"0"|"veg-4"|"1022"
"848"|"b1120"|"30730"|""|"10/04/2007 09:14:57"|"10/04/2007 09:15:07"|"0"|"veg-7"|"1023"
"849"|"b1059"|"30600"|""|"10/04/2007 09:16:16"|"10/04/2007 09:16:36"|"0"|"VEG-7"|"1024"
"850"|"B1090"|"30090"|""|"10/04/2007 09:18:58"|"10/04/2007 09:19:14"|"0"|"veg-6"|"1029"
"851"|"B1121"|"30697"|""|"10/04/2007 09:21:09"|"10/04/2007 09:21:18"|"0"|"veg-7"|"1030"
"852"|"B1087"|"30817"|""|"10/04/2007 09:22:07"|"10/04/2007 09:22:18"|"0"|"VEG-6"|"1031"
"853"|"b1064"|"30946"|""|"10/04/2007 09:25:26"|"10/04/2007 09:25:38"|"0"|"veg-7"|"1034"
"854"|"b1048"|"30187"|""|"10/04/2007 09:26:30"|"10/04/2007 09:26:42"|"0"|"veg-7"|"1035"
"855"|"b1115"|"30612"|""|"10/04/2007 09:27:50"|"10/04/2007 09:28:01"|"0"|"veg-7"|"1037"
"856"|"a1162"|"55761"|""|"10/04/2007 09:29:16"|"10/04/2007 09:29:29"|"0"|"veg-6"|"639"
"857"|"b1101"|"30092"|""|"10/04/2007 09:33:59"|"10/04/2007 09:34:07"|"0"|"veg-7"|"1040"
"858"|"b1078"|"30634"|""|"10/04/2007 09:36:14"|"21/01/2013 16:36:27"|"0"|"veg-4"|"567"
"859"|"b1116"|"30275"|""|"10/04/2007 09:38:12"|"10/04/2007 09:39:27"|"0"|"veg-7"|"1043"
"860"|"b1117"|"30697"|""|"10/04/2007 09:41:02"|"10/04/2007 09:41:13"|"0"|"veg-7"|"1044"
"861"|"b1103"|"31007"|""|"10/04/2007 09:42:22"|"10/04/2007 09:42:32"|"0"|"veg-7"|"1045"
"862"|"b1111"|"30201"|""|"10/04/2007 09:45:32"|"10/04/2007 09:45:43"|"0"|"veg-7"|"1048"
"863"|"b1108"|"30684"|""|"10/04/2007 09:46:38"|"10/04/2007 09:46:49"|"0"|"veg-7"|"1049"
"864"|"b1083"|"30818"|""|"10/04/2007 09:48:40"|"10/04/2007 09:48:51"|"0"|"veg-6"|"1081"
"865"|"2B-G12"|"0"|""|"10/04/2007 09:50:02"|"14/11/2011 14:38:28"|"0"|"2b-g12"|"572"
"866"|"B1077"|"30600"|""|"10/04/2007 09:56:18"|"14/11/2011 14:56:53"|"0"|"veg-3"|"1050"
"867"|"b1104"|"30927"|""|"10/04/2007 09:58:33"|"10/04/2007 09:58:43"|"0"|"veg-7"|"1082"
"868"|"b1107"|"30851"|""|"10/04/2007 10:02:41"|"10/04/2007 10:02:58"|"0"|"veg-7"|"1052"
"869"|"b1070"|"30236"|""|"10/04/2007 10:03:56"|"10/04/2007 10:04:05"|"0"|"veg-4"|"1053"
"870"|"b1109"|"30557"|""|"10/04/2007 10:04:58"|"10/04/2007 10:08:49"|"0"|"veg-7"|"1055"
"871"|"B1100"|"31162"|""|"10/04/2007 10:32:22"|"10/04/2007 10:32:34"|"0"|"VEG-7"|"1056"
"872"|"B1105"|"30490"|""|"10/04/2007 10:33:30"|"11/09/2013 11:39:46"|"0"|"veg-7"|"1057"
"873"|"b1106"|"30790"|""|"10/04/2007 10:34:24"|"10/04/2007 10:34:37"|"0"|"veg-7"|"1079"
"874"|"b1093"|"30856"|""|"10/04/2007 10:36:06"|"10/04/2007 10:36:17"|"0"|"veg-6"|"1059"
"875"|"B1081"|"30521"|""|"10/04/2007 10:38:35"|"10/04/2007 10:38:47"|"0"|"VEG-6"|"1060"
"876"|"b1088"|"30737"|""|"10/04/2007 10:40:53"|"10/04/2007 10:41:06"|"0"|"veg-1"|"1064"
"877"|"a1180"|"55047"|""|"10/04/2007 10:41:55"|"10/04/2007 10:42:08"|"0"|"veg-0"|"1065"
"878"|"B1114"|"30852"|""|"10/04/2007 10:43:30"|"10/04/2007 10:43:45"|"0"|"veg-7"|"1067"
"879"|"b1085"|"31434"|""|"10/04/2007 10:44:30"|"10/04/2007 10:44:38"|"0"|"veg-1"|"1068"
"880"|"b1086"|"30728"|""|"10/04/2007 10:45:20"|"10/04/2007 10:45:29"|"0"|"veg-6"|"1069"
"881"|"B1084"|"30313"|""|"10/04/2007 10:46:15"|"10/04/2007 10:46:26"|"0"|"veg-6"|"1070"
"882"|"A1092"|"54611"|""|"10/04/2007 10:48:42"|"10/04/2007 10:48:56"|"0"|"veg-3"|"1071"
"883"|"B1080"|"30635"|""|"10/04/2007 10:52:44"|"10/04/2007 10:52:56"|"0"|"veg-6"|"1074"
"884"|"a1118"|"55233"|""|"10/04/2007 10:54:39"|"10/04/2007 10:54:50"|"0"|"veg-5"|"599"
"885"|"a1072"|"53687"|""|"10/04/2007 11:03:31"|"10/04/2007 11:03:44"|"0"|"veg-3"|"1083"
"886"|"b278"|"30997"|""|"10/04/2007 11:06:34"|"10/04/2007 11:06:44"|"0"|"meb-2"|"1084"
"887"|"B1089"|"31314"|""|"10/04/2007 11:13:36"|"10/04/2007 11:13:52"|"0"|"veg-6"|"1085"
"888"|"b1030"|"30738"|""|"10/04/2007 11:17:50"|"10/04/2007 11:18:02"|"0"|"veg-6"|"1025"
"889"|"b1095"|"30700"|""|"10/04/2007 11:21:43"|"10/04/2007 11:21:54"|"0"|"veg-7"|"1026"
"890"|"b1102"|"30733"|""|"10/04/2007 11:23:25"|"10/04/2007 11:23:37"|"0"|"veg"|"1027"
"891"|"a1160"|"55311"|""|"10/04/2007 11:24:57"|"10/04/2007 11:25:08"|"0"|"veg-0"|"1028"
"892"|"a1165"|"56046"|""|"10/04/2007 11:27:14"|"10/04/2007 11:27:47"|"0"|"veg-0"|"1032"
"893"|"a1166"|"56178"|""|"10/04/2007 11:30:02"|"10/04/2007 11:30:14"|"0"|"veg-6"|"1033"
"894"|"a1138"|"55095"|""|"10/04/2007 11:34:55"|"10/04/2007 11:35:09"|"0"|"veg-6"|"1036"
"895"|"B1125"|"30103"|""|"10/04/2007 11:43:44"|"10/04/2007 11:43:56"|"0"|"Veg-7"|"1039"
"896"|"A1078"|"54734"|""|"10/04/2007 11:46:22"|"10/04/2007 11:46:32"|"0"|"veg-0"|"1041"
"898"|"B1094"|"31250"|""|"10/04/2007 11:53:42"|"10/04/2007 11:53:53"|"0"|"VEG-6"|"1047"
"899"|"a1164"|"55287"|""|"10/04/2007 11:56:31"|"10/04/2007 11:56:48"|"0"|"veg-0"|"1051"
"900"|"A1175"|"54766"|""|"10/04/2007 11:58:30"|"10/04/2007 11:58:41"|"0"|"veg-0"|"1054"
"901"|"A1241"|"56002"|""|"10/04/2007 12:00:41"|"10/04/2007 12:00:50"|"0"|"veg-0"|"1061"
"902"|"A1176"|"54594"|""|"10/04/2007 12:03:26"|"10/04/2007 12:03:41"|"0"|"veg-0"|"1062"
"903"|"A1156"|"56099"|""|"10/04/2007 12:04:50"|"10/04/2007 12:05:02"|"0"|"veg-6"|"1063"
"904"|"A1141"|"55113"|""|"10/04/2007 12:08:01"|"10/04/2007 12:08:11"|"0"|"Veg-0"|"1087"
"905"|"A1163"|"55248"|""|"10/04/2007 12:11:30"|"10/04/2007 12:11:40"|"0"|"veg-0"|"1066"
"906"|"A1158"|"55919"|""|"10/04/2007 12:13:48"|"10/04/2007 12:14:01"|"0"|"VEG-6"|"1072"
"907"|"A1181"|"54699"|""|"10/04/2007 12:15:12"|"10/04/2007 12:15:25"|"0"|"veg-0"|"1073"
"908"|"A1179"|"55781"|""|"10/04/2007 12:17:23"|"10/04/2007 12:17:35"|"0"|"VEG-0"|"1075"
"909"|"A1174"|"55162"|""|"10/04/2007 12:19:40"|"10/04/2007 12:19:48"|"0"|"veg-0"|"1076"
"910"|"A1096"|"54684"|""|"12/04/2007 11:00:19"|"12/04/2007 11:00:33"|"0"|"veg-3"|"625"
"911"|"O1E2"|"10198"|"Stock miroir"|"12/04/2007 11:01:55"|"28/06/2010 09:15:25"|"0"|"2B-A11"|"625"
"912"|""|"0"|""|"12/04/2007 11:06:30"|"12/04/2007 11:07:23"|"0"|"2b-b6"|"810"
"914"|"A1291"|"54013"|""|"26/04/2007 10:00:09"|"13/05/2013 14:19:00"|"0"|"VIP-3"|"255"
"915"|""|"0"|""|"07/05/2007 13:22:21"|"10/06/2010 10:22:09"|"0"|"2b-B18"|"792"
"916"|"A1367"|"54583"|""|"14/05/2007 16:53:09"|"31/03/2010 09:58:53"|"0"|"CROT-1"|"991"
"917"|"B990"|"30738"|""|"15/05/2007 14:34:13"|"15/05/2007 14:34:25"|"0"|"VEG-1"|"632"
"918"|"B991"|"28958"|""|"16/05/2007 17:18:53"|"08/12/2008 16:50:10"|"1"|"CROT-1"|"278"
"919"|""|"0"|""|"13/06/2007 13:50:44"|"13/06/2007 13:50:57"|"0"|"2B-H15"|"1088"
"920"|""|"0"|""|"13/06/2007 13:56:43"|"13/06/2007 13:56:50"|"0"|"2B-H14"|"1089"
"921"|""|"0"|""|"13/06/2007 13:57:57"|"13/06/2007 13:58:05"|"0"|"2B-H16"|"1090"
"922"|"A1368"|"53870"|""|"18/06/2007 09:13:20"|"07/08/2008 16:36:47"|"0"|"vip-1"|"288"
"923"|"A1161"|"56015"|""|"19/06/2007 14:21:59"|"19/06/2007 14:22:25"|"0"|"VEG-0"|"1091"
"924"|"BID-JCON"|"0"|"Jerricans dans caisses plastiques"|"21/06/2007 10:03:46"|"13/03/2009 09:51:09"|"0"|"2-CAISSES"|"1108"
"925"|""|"0"|""|"21/06/2007 10:10:04"|"21/06/2007 10:10:07"|"0"|"Bidon"|"1092"
"926"|""|"0"|""|"09/07/2007 13:56:04"|"23/05/2008 09:20:24"|"0"|"2B-H18"|"792"
"927"|""|"0"|" stockage provisoire"|"10/07/2007 09:14:41"|"10/07/2007 09:14:59"|"0"|"2A-A1"|"1094"
"928"|""|"0"|"Stockage dans flacon d'origine > provisoire"|"10/07/2007 09:16:04"|"10/07/2007 09:16:32"|"0"|"2A-A1"|"1095"
"929"|"O2B7"|"10060"|"Stock miroir"|"10/07/2007 09:19:17"|"28/06/2010 09:16:39"|"0"|"2B-A12"|"878"
"930"|"A1369"|"53743"|""|"16/08/2007 11:12:45"|"29/07/2010 09:56:00"|"1"|"CROT-4"|"891"
"931"|"FL_B"|"100000"|""|"04/09/2007 09:12:10"|"04/09/2007 09:12:41"|"0"|"2A"|"425"
"932"|"H7"|"0"|""|"06/09/2007 16:14:42"|"30/01/2013 08:56:38"|"0"|"2B-H7"|"1099"
"933"|"A1375"|"54013"|""|"26/09/2007 09:59:59"|"03/01/2011 17:41:13"|"1"|"CROT-4"|"492"
"934"|"A1374"|"54843"|""|"26/09/2007 10:07:02"|"07/08/2008 16:37:17"|"0"|"VIP-1"|"291"
"935"|"A1370"|"54264"|""|"26/09/2007 10:38:50"|"07/08/2008 16:36:58"|"0"|"Vip-1"|"288"
"939"|"BID-JE"|"0"|"Jerricans dans caisses plastiques"|"30/10/2007 10:36:27"|"20/03/2012 18:47:07"|"0"|"2-CAISSES"|"852"
"940"|"a1500"|"54809"|""|"12/11/2007 11:23:52"|"12/11/2007 11:24:05"|"0"|"veg-3"|"1104"
"941"|"a1498"|"55539"|""|"12/11/2007 11:27:00"|"12/11/2007 11:27:13"|"0"|"veg-3"|"597"
"942"|"a1499"|"55519"|""|"12/11/2007 11:28:27"|"12/11/2007 11:28:39"|"0"|"veg-3"|"1105"
"943"|""|"0"|""|"13/11/2007 12:12:26"|"20/08/2010 17:08:22"|"0"|"2a-C1"|"1103"
"944"|"HP001"|"1232000"|"Stockage intermédiaire"|"27/12/2007 14:18:49"|"27/05/2011 15:42:36"|"1"|"2A-A1"|"425"
"945"|"A1376"|"53707"|""|"24/01/2008 16:17:28"|"31/07/2008 12:32:26"|"0"|"CROT-2"|"362"
"946"|"A1377"|"53575"|""|"24/01/2008 16:21:25"|"31/07/2008 12:32:49"|"0"|"CROT-2"|"977"
"947"|"C1441"|"9111"|""|"30/01/2008 09:35:09"|"22/08/2008 10:41:42"|"0"|"DIV"|"430"
"948"|"1x55"|"0"|""|"07/02/2008 10:57:28"|"04/08/2008 12:34:10"|"0"|"Veg-8"|"804"
"949"|"O2B8"|"10056"|"Stock miroir"|"07/02/2008 11:08:17"|"28/06/2010 09:16:41"|"0"|"2B-A12"|"632"
"950"|""|"0"|""|"28/03/2008 16:16:54"|"28/03/2008 16:17:02"|"0"|"2A-A1"|"1111"
"951"|"O2C1"|"10056"|"Stock miroir"|"03/04/2008 14:57:18"|"28/06/2010 09:16:43"|"0"|"2B-A12"|"1111"
"954"|""|"0"|""|"15/05/2008 14:04:08"|"15/05/2008 14:04:40"|"0"|"2B-H10"|"1115"
"955"|"B992"|"30785"|"pureté ok mais test de l'activité à faire"|"20/05/2008 15:07:22"|"05/11/2008 12:32:33"|"0"|"2B-a9"|"1116"
"957"|"A1192"|"58366"|"DSDS Martinique"|"30/05/2008 15:37:56"|"03/01/2013 17:48:57"|"1"|"CROT-3"|"856"
"958"|"A898"|"57019"|""|"30/05/2008 16:20:27"|"07/08/2008 16:36:32"|"0"|"VIP 1"|"402"
"959"|"C0003"|"9016"|"Utilisé pour revente à BIOCLON"|"05/06/2008 16:45:48"|"24/07/2008 15:07:44"|"1"|"SCOR-3"|"470"
"960"|""|"0"|""|"09/06/2008 09:32:36"|"28/02/2012 13:54:47"|"0"|""|"317"
"961"|""|"0"|""|"09/06/2008 09:39:38"|"11/05/2011 09:57:03"|"1"|"2B-A8"|"842"
"962"|""|"0"|""|"09/06/2008 09:39:48"|"11/05/2011 09:58:16"|"1"|"2B-A9"|"736"
"963"|"Aliquote"|"0"|""|"12/06/2008 15:56:53"|"12/06/2008 15:58:44"|"0"|"2B-A7"|"590"
"964"|""|"0"|""|"12/06/2008 16:09:06"|"11/05/2011 15:54:14"|"1"|"2B-A9"|"736"
"966"|""|"0"|""|"12/06/2008 16:11:21"|"27/09/2010 09:45:23"|"1"|"2B-A10"|"842"
"967"|""|"0"|""|"19/06/2008 16:43:33"|"10/03/2009 10:04:48"|"0"|"1C-C14"|"1118"
"968"|"A001"|"54070"|"clos le 18/07/2008"|"20/06/2008 14:15:46"|"18/01/2013 15:10:52"|"0"|"TBS-5"|"339"
"969"|"B234"|"28207"|""|"20/06/2008 14:38:57"|"20/06/2008 14:41:54"|"0"|"2B2"|"265"
"970"|""|"0"|""|"25/06/2008 09:52:06"|"25/06/2008 09:52:18"|"0"|"C1"|"500"
"971"|""|"0"|""|"25/06/2008 09:53:07"|"25/06/2008 09:53:12"|"0"|"C1"|"260"
"972"|"A1372"|"53149"|"Juvéniles-DSDS Martinique"|"18/07/2008 14:19:57"|"03/01/2013 17:48:27"|"1"|"CROT-3"|"856"
"973"|"Y140"|"36418"|""|"18/07/2008 15:27:18"|"09/02/2011 12:12:28"|"0"|"TBS-4"|"307"
"974"|"Y001"|"36226"|""|"21/07/2008 12:05:38"|"18/01/2013 15:01:56"|"0"|"TBS-3"|"339"
"975"|"Tube 1"|"0"|""|"24/07/2008 16:19:56"|"25/07/2008 13:53:50"|"1"|"1-C2"|"1120"
"976"|"Tube 2"|"0"|""|"24/07/2008 16:21:51"|"25/07/2008 13:53:50"|"1"|"1-C2"|"1121"
"977"|"Tube 3"|"0"|""|"24/07/2008 16:22:55"|"25/07/2008 13:53:51"|"1"|"1-C2"|"1122"
"978"|"Tube 4"|"0"|""|"24/07/2008 16:24:06"|"25/07/2008 13:53:51"|"1"|"1-C2"|"1123"
"979"|"Tube 5"|"0"|""|"24/07/2008 16:26:09"|"25/07/2008 13:53:53"|"1"|"1-C2"|"1124"
"980"|"Tube 6"|"0"|""|"24/07/2008 16:27:19"|"25/07/2008 13:53:55"|"1"|"1-C2"|"1125"
"981"|"tube 7"|"0"|""|"24/07/2008 16:28:10"|"25/07/2008 13:53:55"|"1"|"1-C2"|"1126"
"982"|"tube 8"|"0"|""|"24/07/2008 16:29:01"|"25/07/2008 13:53:57"|"1"|"1-C2"|"1127"
"983"|"tube 9"|"0"|""|"24/07/2008 16:29:03"|"25/07/2008 13:53:58"|"1"|"1-C2"|"1128"
"984"|"Tube A"|"0"|""|"25/07/2008 12:27:23"|"25/07/2008 13:53:58"|"1"|"2A"|"1129"
"985"|"Tube B"|"0"|""|"25/07/2008 12:27:27"|"25/07/2008 13:53:59"|"1"|"2a"|"1129"
"986"|"Tube c"|"0"|""|"25/07/2008 12:27:54"|"25/07/2008 13:54:00"|"1"|"2a"|"1129"
"987"|"tube d"|"0"|""|"25/07/2008 12:28:00"|"25/07/2008 13:54:00"|"1"|"2a"|"1129"
"988"|"tube e"|"0"|""|"25/07/2008 12:28:07"|"25/07/2008 13:54:01"|"1"|"2a"|"1129"
"989"|"tube f"|"0"|""|"25/07/2008 12:28:10"|"25/07/2008 13:54:05"|"1"|"2a"|"1129"
"990"|"tubea"|"0"|""|"25/07/2008 12:38:33"|"25/07/2008 13:54:06"|"1"|"2a"|"305"
"991"|"tubeb"|"0"|""|"25/07/2008 12:38:36"|"25/07/2008 13:54:07"|"1"|"2a"|"305"
"992"|"tubec"|"0"|""|"25/07/2008 12:39:22"|"25/07/2008 13:54:08"|"1"|"2a"|"305"
"993"|"tubed"|"0"|""|"25/07/2008 12:39:28"|"25/07/2008 13:54:09"|"1"|"2a"|"305"
"994"|"tubee"|"0"|""|"25/07/2008 12:39:39"|"25/07/2008 13:54:10"|"1"|"2a"|"305"
"995"|"tubef"|"0"|""|"25/07/2008 12:39:46"|"25/07/2008 13:54:13"|"1"|"2a"|"305"
"996"|"Y040"|"36728"|""|"31/07/2008 16:16:14"|"27/10/2008 09:51:07"|"0"|"TBS-4"|"303"
"997"|"A1356"|"54187"|""|"08/08/2008 15:46:34"|"05/06/2009 12:38:36"|"1"|"ELAP-2"|"391"
"998"|"A1350"|"53483"|""|"08/08/2008 15:54:57"|"08/08/2008 15:55:17"|"0"|"ELAP-2"|"340"
"999"|"A1351"|"54457"|""|"08/08/2008 16:37:37"|"13/05/2013 14:02:34"|"0"|"VIP-1"|"333"
"1000"|"1X 51mg"|"0"|"Conditionnement 51 mg prêt à être envoyé"|"14/08/2008 16:40:26"|"14/08/2008 16:42:13"|"0"|"VEG-8"|"576"
