"NumEnr"|"Référence"|"Tare"|"Commentaires"|"Date_Création"|"Date_Modification"|"Clos"|"Stockage"|"Article"
"83"|"Y019"|"35634"|""|"13/07/2006 09:49:25"|"05/09/2008 11:20:44"|"0"|"Tbs-1"|"309"
"84"|"Y020"|"35583"|""|"13/07/2006 09:52:21"|"05/09/2008 11:20:54"|"0"|"Tbs-1"|"309"
"85"|"A624"|"53214"|""|"13/07/2006 10:07:04"|"06/08/2008 12:13:38"|"0"|"Elap-2"|"371"
"86"|"A890"|"56155"|""|"13/07/2006 10:07:53"|"06/08/2008 12:13:52"|"0"|"Elap-2"|"371"
"87"|"B602"|"29424"|""|"13/07/2006 13:35:21"|"07/08/2008 10:58:56"|"0"|"Elap-3"|"386"
"88"|"A960"|"56609"|""|"13/07/2006 13:39:33"|"07/08/2008 10:59:17"|"0"|"Elap-3"|"387"
"89"|"A366"|"53005"|""|"13/07/2006 13:48:43"|"28/02/2007 17:21:17"|"1"|"Elap-2"|"364"
"90"|"Y139"|"36289"|""|"13/07/2006 13:48:46"|"05/09/2008 11:37:39"|"0"|"TBS-2"|"364"
"91"|"A381"|"53592"|""|"13/07/2006 13:54:48"|"22/08/2008 10:37:31"|"0"|"DIV"|"418"
"92"|"Y158"|"36538"|""|"13/07/2006 13:54:51"|"16/07/2009 11:39:49"|"0"|"TBS-3"|"354"
"93"|"Y025"|"35666"|""|"13/07/2006 14:15:43"|"05/09/2008 11:21:19"|"0"|"Tbs-1"|"310"
"94"|"A660"|"53855"|""|"13/07/2006 14:31:08"|"03/01/2011 17:32:02"|"1"|"Elap-1"|"393"
"95"|"A1001"|"57678"|""|"13/07/2006 14:37:42"|"05/08/2008 09:54:33"|"0"|"Elap-1"|"311"
"96"|"B260"|"30381"|""|"13/07/2006 14:57:17"|"05/08/2008 09:55:06"|"0"|"Elap-1"|"484"
"97"|"b564"|"29437"|""|"13/07/2006 14:58:29"|"05/08/2008 09:54:51"|"0"|"Elap-1"|"483"
"98"|"B605"|"30073"|""|"13/07/2006 15:08:29"|"13/05/2013 15:35:21"|"0"|"Elap-3"|"369"
"99"|"b160"|"31195"|""|"13/07/2006 15:13:00"|"13/05/2013 15:32:51"|"0"|"elap-3"|"370"
"100"|"a219"|"53197"|""|"13/07/2006 15:18:16"|"05/08/2008 09:55:23"|"0"|"Elap-1"|"338"
"101"|"a924"|"57482"|""|"13/07/2006 15:37:51"|"05/08/2008 09:52:47"|"0"|"elap-1"|"480"
"102"|"a973"|"56922"|""|"17/07/2006 12:09:23"|"31/07/2008 14:39:50"|"1"|"C-4"|"250"
"103"|"y114"|"36490"|""|"17/07/2006 12:09:25"|"08/09/2008 14:59:20"|"0"|"TBS-3"|"250"
"104"|"a268"|"54464"|""|"17/07/2006 13:53:25"|"07/01/2013 12:26:04"|"1"|"Crot-4"|"251"
"105"|"a339"|"54981"|""|"17/07/2006 14:24:40"|"01/08/2008 13:37:00"|"0"|"Crot-4"|"253"
"106"|"a014"|"55181"|""|"17/07/2006 14:24:44"|"01/08/2008 13:36:34"|"0"|"Crot-4"|"253"
"107"|"a391"|"53768"|""|"17/07/2006 14:25:02"|"01/08/2008 13:37:15"|"0"|"Crot-4"|"253"
"108"|"Sac 15"|"0"|""|"17/07/2006 14:25:16"|"17/07/2006 14:25:46"|"0"|"S-1"|"253"
"109"|"A700"|"53400"|""|"18/07/2006 08:45:20"|"01/08/2008 13:34:41"|"0"|"CROT-4"|"254"
"110"|"a144"|"54990"|""|"18/07/2006 08:57:36"|"01/08/2008 13:34:55"|"0"|"crot-4"|"400"
"111"|"a407"|"54656"|""|"18/07/2006 08:57:43"|"01/08/2008 13:35:12"|"0"|"crot-4"|"400"
"112"|"a1047"|"56842"|""|"18/07/2006 09:15:28"|"31/07/2008 13:40:25"|"0"|"crot-3"|"361"
"113"|"a251"|"54493"|""|"18/07/2006 09:17:00"|"31/07/2008 13:36:22"|"0"|"crot-3"|"405"
"114"|"a349"|"54118"|"clos le 27/02/2006"|"18/07/2006 09:19:17"|"22/07/2008 14:56:45"|"1"|"crot-3"|"264"
"115"|"y124"|"36268"|""|"18/07/2006 09:19:20"|"08/09/2008 14:59:46"|"0"|"tbs-3"|"264"
"116"|"c0004"|"14765"|""|"18/07/2006 09:25:19"|"29/12/2011 12:02:49"|"0"|"crot-1"|"486"
"117"|"c0005"|"15126"|""|"18/07/2006 09:27:38"|"29/12/2011 12:02:55"|"0"|"crot-1"|"415"
"118"|"a558"|"56947"|"clos le 23/06/2006"|"18/07/2006 09:31:43"|"22/07/2008 14:59:43"|"1"|"crot-3"|"362"
"119"|"y152"|"36232"|""|"18/07/2006 09:31:44"|"05/09/2008 11:32:42"|"0"|"tbs-2"|"362"
"120"|"b261"|"31596"|""|"18/07/2006 10:08:01"|"31/07/2008 13:38:19"|"0"|"crot-3"|"381"
"122"|"b144"|"31243"|""|"18/07/2006 10:48:13"|"31/07/2008 13:36:39"|"0"|"crot-3"|"379"
"123"|"y117"|"36129"|""|"18/07/2006 10:50:00"|"08/09/2008 14:59:59"|"0"|"tbs-3"|"265"
"124"|"b111"|"31174"|""|"18/07/2006 10:51:07"|"25/11/2008 11:34:57"|"1"|"crot-3"|"380"
"125"|"a676"|"54569"|""|"18/07/2006 10:52:05"|"10/11/2011 15:16:05"|"0"|"crot-2"|"346"
"126"|"a877"|"57372"|""|"18/07/2006 10:53:08"|"31/07/2008 13:38:49"|"0"|"crot-3"|"266"
"127"|"a971"|"57932"|"clos le 27/02/2006"|"18/07/2006 11:55:55"|"22/07/2008 16:13:15"|"1"|"crot-4"|"268"
"128"|"y092"|"35946"|""|"18/07/2006 11:55:56"|"05/09/2008 11:32:53"|"0"|"tbs-2"|"268"
"129"|"y128"|"36206"|""|"18/07/2006 12:09:34"|"08/09/2008 15:00:12"|"0"|"tbs-3"|"891"
"130"|"a775"|"55086"|""|"18/07/2006 12:18:07"|"31/03/2010 09:57:58"|"0"|"CROT-1"|"396"
"131"|"y017"|"35717"|""|"18/07/2006 12:20:18"|"08/09/2008 15:00:23"|"0"|"tbs-3"|"396"
"132"|"y089"|"35795"|""|"18/07/2006 12:22:17"|"05/09/2008 11:33:13"|"0"|"tbs-2"|"271"
"133"|"a023"|"54928"|"clos le 28/06/2007"|"18/07/2006 13:44:59"|"22/07/2008 16:27:24"|"1"|"crot-1"|"272"
"134"|"y159"|"36510"|""|"18/07/2006 13:45:01"|"05/09/2008 11:19:29"|"0"|"tbs-1"|"272"
"135"|"a487"|"57526"|""|"18/07/2006 14:02:23"|"31/03/2010 09:58:21"|"0"|"CROT-1"|"274"
"136"|"a821"|"57072"|""|"18/07/2006 14:04:42"|"07/09/2011 14:33:54"|"1"|"CROT-1"|"275"
"137"|"c0044"|"15141"|""|"18/07/2006 14:07:41"|"29/12/2011 12:03:00"|"0"|"crot-1"|"247"
"138"|"a015"|"55746"|""|"18/07/2006 14:09:05"|"31/03/2010 09:58:27"|"0"|"CROT-1"|"249"
"139"|"a780"|"55005"|""|"18/07/2006 14:10:05"|"07/09/2011 13:14:31"|"0"|"CROT-1"|"489"
"140"|"a824"|"57183"|""|"18/07/2006 14:39:17"|"03/01/2011 17:39:53"|"1"|"CROT-1"|"492"
"141"|"a778"|"54960"|""|"18/07/2006 14:41:39"|"31/03/2010 09:58:34"|"0"|"CROT-1"|"276"
"142"|"a879"|"57209"|""|"18/07/2006 14:44:02"|"31/03/2010 09:58:36"|"0"|"CROT-1"|"277"
"143"|"b524"|"30093"|""|"18/07/2006 14:45:40"|"31/03/2010 09:58:39"|"0"|"CROT-1"|"490"
"144"|"a343"|"54717"|""|"18/07/2006 14:46:35"|"31/03/2010 09:58:42"|"0"|"CROT-1"|"491"
"145"|"a190"|"55178"|""|"18/07/2006 14:48:19"|"31/03/2010 09:58:45"|"0"|"CROT-1"|"278"
"146"|"a787"|"55561"|""|"18/07/2006 14:50:32"|"31/03/2010 09:58:47"|"0"|"CROT-1"|"279"
"147"|"a189"|"54845"|""|"18/07/2006 15:33:12"|"31/07/2008 13:39:21"|"0"|"crot-3"|"493"
"148"|"b221"|"30741"|""|"18/07/2006 15:34:59"|"31/10/2011 17:41:28"|"0"|"crot-3"|"344"
"149"|"a1215"|"58548"|""|"19/07/2006 08:49:20"|"15/02/2007 15:46:09"|"1"|"crot-3"|"294"
"150"|"a1209"|"58909"|""|"19/07/2006 08:50:10"|"31/07/2008 13:40:06"|"0"|"crot-3"|"294"
"151"|"a574"|"55386"|""|"19/07/2006 09:28:52"|"31/07/2008 13:46:26"|"0"|"crot-3"|"494"
"152"|"a953"|"56631"|""|"19/07/2006 09:33:53"|"31/07/2008 13:46:44"|"0"|"crot-3"|"495"
"153"|"b110"|"30630"|"Clos le 12/11/1996"|"19/07/2006 09:56:59"|"22/07/2008 14:26:39"|"1"|"crot-2"|"313"
"154"|"b477"|"29512"|""|"19/07/2006 09:58:02"|"31/07/2008 12:33:39"|"0"|"crot-2"|"313"
"155"|"a233"|"54891"|""|"19/07/2006 10:00:03"|"31/07/2008 12:34:28"|"0"|"crot-2"|"314"
"156"|"a164"|"55309"|""|"19/07/2006 10:01:49"|"31/07/2008 12:35:06"|"0"|"crot-2"|"316"
"157"|"b352"|"31562"|""|"19/07/2006 10:03:20"|"04/01/2011 12:57:58"|"1"|"crot-2"|"382"
"159"|"a253"|"54077"|""|"19/07/2006 11:28:39"|"01/08/2008 13:36:00"|"0"|"crot-4"|"496"
"160"|"a165"|"55322"|""|"19/07/2006 11:29:39"|"31/07/2008 13:46:59"|"0"|"crot-3"|"497"
"161"|"a963"|"56754"|""|"19/07/2006 11:39:01"|"31/07/2008 13:47:18"|"0"|"crot-3"|"498"
"162"|"a321"|"54630"|""|"19/07/2006 12:47:20"|"31/07/2008 12:33:09"|"0"|"crot-2"|"365"
"163"|"a518"|"56196"|""|"19/07/2006 12:48:45"|"31/07/2008 12:33:21"|"0"|"crot-2"|"315"
"164"|"a1208"|"59191"|""|"19/07/2006 12:50:12"|"31/07/2008 12:35:30"|"0"|"crot-2"|"359"
"165"|"c0001"|"14909"|""|"19/07/2006 16:01:37"|"01/08/2008 13:36:14"|"0"|"crot-4"|"357"
"166"|"a1220"|"58778"|""|"19/07/2006 16:03:03"|"01/08/2008 13:37:27"|"0"|"crot-4"|"377"
"167"|"c0002"|"15240"|""|"19/07/2006 16:04:09"|"01/08/2008 13:37:41"|"0"|"crot-4"|"413"
"168"|"a291"|"54807"|""|"19/07/2006 16:05:05"|"01/08/2008 13:38:01"|"0"|"crot-4"|"378"
"169"|"a962"|"57557"|""|"19/07/2006 16:06:00"|"01/08/2008 13:38:14"|"0"|"crot-4"|"356"
"170"|"a409"|"53873"|""|"19/07/2006 17:22:20"|"11/08/2008 16:40:45"|"0"|"vip-3"|"345"
"171"|"a954"|"56594"|""|"19/07/2006 17:29:06"|"11/08/2008 16:39:20"|"0"|"vip-3"|"257"
"172"|"a882"|"56011"|""|"19/07/2006 17:30:15"|"11/08/2008 16:41:41"|"0"|"vip-3"|"258"
"174"|"y125"|"36194"|""|"20/07/2006 08:51:03"|"05/09/2008 11:32:32"|"0"|"tbs-2"|"255"
"175"|"y014"|"35627"|""|"20/07/2006 09:03:03"|"05/09/2008 11:18:54"|"0"|"tbs-1"|"500"
"176"|"a169"|"55759"|""|"20/07/2006 09:05:43"|"13/05/2013 14:19:31"|"0"|"vip-3"|"501"
"177"|"b413"|"30165"|""|"20/07/2006 09:32:42"|"13/05/2013 13:58:22"|"0"|"vip-1"|"372"
"178"|"a194"|"55390"|""|"20/07/2006 09:51:09"|"13/05/2013 14:20:22"|"0"|"VIP-3"|"256"
"179"|"a776"|"55274"|""|"20/07/2006 09:51:11"|"13/05/2013 14:20:34"|"1"|"VIP-3"|"256"
"180"|"a825"|"56160"|""|"20/07/2006 09:51:30"|"13/05/2013 14:20:40"|"1"|"VIP-3"|"256"
"181"|"a286"|"55003"|""|"20/07/2006 09:51:50"|"13/05/2013 14:20:32"|"1"|"VIP-3"|"256"
"182"|"y013"|"35797"|""|"20/07/2006 10:00:44"|"05/09/2008 11:19:04"|"0"|"tbs-1"|"260"
"183"|"a534"|"57184"|""|"20/07/2006 10:03:31"|"13/05/2013 14:18:18"|"0"|"vip-3"|"2"
"185"|"b213"|"31178"|""|"20/07/2006 14:49:24"|"13/05/2013 14:07:20"|"0"|"Vip-2"|"373"
"186"|"y030"|"35712"|""|"20/07/2006 14:59:59"|"05/09/2008 11:19:15"|"0"|"tbs-1"|"269"
"187"|"a748"|"54847"|""|"20/07/2006 15:03:15"|"11/08/2008 16:39:33"|"0"|"vip-3"|"503"
"189"|"a196"|"55433"|""|"20/07/2006 15:04:12"|"11/08/2008 16:39:47"|"0"|"vip-3"|"270"
"190"|"a370"|"53404"|""|"20/07/2006 15:38:53"|"13/05/2013 14:00:53"|"0"|"vip-1"|"289"
"191"|"y038"|"35857"|""|"20/07/2006 15:39:40"|"05/09/2008 11:19:58"|"0"|"tbs-1"|"292"
"192"|"a955"|"57649"|""|"20/07/2006 15:43:10"|"13/05/2013 14:00:02"|"0"|"vip-1"|"363"
"193"|"y042"|"35730"|""|"20/07/2006 15:48:40"|"05/09/2008 11:36:41"|"0"|"tbs-2"|"288"
"194"|"b1173"|"29135"|""|"20/07/2006 15:48:41"|"13/05/2013 13:56:33"|"0"|"vip-1"|"288"
"195"|"a510"|"57444"|""|"21/07/2006 13:55:44"|"13/05/2013 13:59:26"|"0"|"vip-1"|"504"
"198"|"a906"|"56220"|""|"21/07/2006 14:15:53"|"13/05/2013 13:55:55"|"0"|"vip-1"|"291"
"200"|"a149"|"55114"|""|"21/07/2006 15:18:01"|"31/08/2011 10:02:11"|"1"|"VIP-3"|"293"
"201"|"a1267"|"53791"|""|"21/07/2006 15:19:16"|"11/08/2008 16:41:56"|"0"|"vip-3"|"293"
"203"|"Y127"|"36180"|""|"21/07/2006 15:47:29"|"08/09/2008 15:01:11"|"0"|"tbs-3"|"360"
"205"|"a050"|"55029"|""|"21/07/2006 16:02:54"|"13/05/2013 14:11:49"|"0"|"vip-2"|"324"
"206"|"a781"|"55369"|""|"21/07/2006 16:07:37"|"13/05/2013 14:12:15"|"0"|"vip-2"|"328"
"207"|"a1213"|"58677"|""|"21/07/2006 16:09:53"|"13/05/2013 14:13:33"|"0"|"vip-2"|"506"
"208"|"a1212"|"58643"|""|"21/07/2006 16:13:38"|"13/05/2013 14:09:30"|"0"|"vip-2"|"326"
"209"|"b781"|"29499"|""|"21/07/2006 16:17:15"|"13/05/2013 14:13:46"|"0"|"vip-2"|"326"
"210"|"a131"|"54273"|""|"21/07/2006 16:20:15"|"13/05/2013 14:11:03"|"0"|"vip-2"|"327"
"211"|"a004"|"55015"|""|"21/07/2006 17:05:49"|"11/08/2008 12:01:51"|"0"|"vip-2"|"312"
"212"|"a485"|"57670"|""|"21/07/2006 17:17:37"|"11/08/2008 16:40:00"|"0"|"vip-3"|"394"
"213"|"A841"|"55995"|""|"24/07/2006 10:35:37"|"15/05/2013 16:44:22"|"0"|"Vip-1"|"317"
"214"|"A195"|"55287"|"jaune"|"24/07/2006 10:41:06"|"07/08/2008 16:35:42"|"0"|"Vip-1"|"318"
"215"|"A191"|"55393"|"blanc"|"24/07/2006 10:41:08"|"07/08/2008 16:35:32"|"0"|"Vip-1"|"318"
"216"|"A175"|"55278"|""|"24/07/2006 10:43:55"|"03/08/2011 08:54:31"|"1"|"VIP-1"|"319"
"217"|"Y103"|"36331"|""|"24/07/2006 12:12:10"|"05/09/2008 11:37:50"|"0"|"TBS-2"|"320"
"218"|"Y108"|"36179"|""|"24/07/2006 12:12:13"|"05/09/2008 11:38:08"|"0"|"TBS-2"|"320"
"219"|"a633"|"54096"|""|"24/07/2006 14:41:39"|"11/08/2008 16:43:58"|"0"|"vip-3"|"330"
"220"|"a327"|"54748"|""|"24/07/2006 14:52:27"|"11/08/2008 12:02:05"|"0"|"vip-2"|"323"
"221"|"a883"|"57695"|""|"24/07/2006 14:54:14"|"11/08/2008 16:42:09"|"0"|"vip-3"|"321"
"222"|"b098"|"30876"|""|"24/07/2006 14:56:39"|"11/08/2008 16:43:41"|"0"|"vip-3"|"507"
"223"|"a947"|"57177"|""|"24/07/2006 14:58:07"|"07/08/2008 16:35:58"|"0"|"vip-1"|"508"
"224"|"a931"|"56939"|""|"24/07/2006 15:22:44"|"11/08/2008 12:00:47"|"0"|"vip-2"|"510"
"225"|"a011"|"54917"|""|"24/07/2006 15:24:17"|"11/08/2008 16:44:14"|"0"|"vip-3"|"332"
"226"|"a675"|"57282"|""|"24/07/2006 15:31:58"|"11/08/2008 12:00:33"|"0"|"vip-2"|"509"
"227"|"a547"|"57499"|""|"24/07/2006 15:42:46"|"03/01/2011 17:37:02"|"1"|"vip-2"|"374"
"228"|"b021"|"31338"|""|"24/07/2006 15:46:53"|"11/08/2008 12:01:09"|"0"|"vip-2"|"375"
"229"|"b353"|"30533"|""|"24/07/2006 15:47:40"|"11/08/2008 12:01:15"|"0"|"vip-2"|"376"
"230"|"c1392"|"9038"|""|"24/07/2006 16:09:11"|"24/07/2006 16:09:25"|"0"|""|"511"
"231"|"a1335"|"54129"|""|"24/07/2006 16:14:17"|"07/08/2008 16:36:13"|"0"|"vip-1"|"512"
"232"|"a138"|"55974"|""|"24/07/2006 16:18:42"|"11/08/2008 16:44:33"|"0"|"vip-3"|"334"
"233"|"b150"|"31070"|"clos le 03/06/2003"|"24/07/2006 16:18:44"|"24/07/2008 14:11:41"|"1"|"vip-3"|"334"
"234"|"a885"|"57495"|"Flacon Cassé le 23/07/2008 CVE"|"24/07/2006 16:21:49"|"23/07/2008 15:57:15"|"1"|"vip-1"|"333"
"235"|"c0483"|"14974"|""|"24/07/2006 17:23:01"|"29/12/2011 15:44:52"|"0"|"scor-3"|"513"
"236"|"b367"|"30490"|""|"24/07/2006 17:27:07"|"14/08/2008 15:39:39"|"0"|"scor-1"|"456"
"237"|"B590"|"30291"|""|"25/07/2006 09:00:55"|"25/07/2008 11:33:51"|"1"|"scor-1"|"442"
"238"|"b205"|"31530"|""|"25/07/2006 09:00:59"|"14/08/2008 15:39:24"|"0"|"scor-1"|"442"
"239"|"c1054"|"8926"|""|"25/07/2006 09:18:03"|"14/03/2013 17:34:11"|"1"|"s-2"|"515"
"240"|"b814"|"30374"|""|"25/07/2006 09:19:38"|"02/07/2013 14:28:08"|"1"|"scor-1"|"514"
"241"|"c1459"|"10886"|""|"25/07/2006 09:19:39"|"07/01/2013 12:23:57"|"1"|"scor-3"|"514"
"242"|"a402"|"55082"|""|"25/07/2006 09:22:48"|"06/11/2012 12:11:10"|"0"|"scor-1"|"443"
"243"|"a625"|"54340"|""|"25/07/2006 09:22:49"|"14/08/2008 15:40:15"|"0"|"scor-1"|"443"
"244"|"a561"|"54733"|""|"25/07/2006 09:34:18"|"09/08/2011 14:31:02"|"1"|"scor-1"|"469"
"245"|"a092"|"54390"|""|"25/07/2006 09:46:12"|"22/08/2008 14:59:29"|"0"|"SCOR-3"|"444"
"246"|"a263"|"53564"|""|"25/07/2006 09:46:13"|"24/07/2008 14:45:02"|"1"|"s-2"|"444"
"247"|"b398"|"30194"|""|"25/07/2006 10:04:44"|"22/08/2008 10:57:47"|"0"|"scor-2"|"446"
"248"|"b203"|"30344"|""|"25/07/2006 10:06:17"|"22/08/2008 10:56:25"|"0"|"scor-2"|"517"
"249"|"b077"|"30700"|""|"25/07/2006 10:07:36"|"22/08/2008 15:00:28"|"0"|"scor-3"|"445"
"250"|"c0424"|"15112"|""|"25/07/2006 10:50:57"|"29/12/2011 15:47:01"|"0"|"scor-3"|"516"
"251"|"a1206"|"58851"|"clos le 05/07/2005"|"25/07/2006 11:22:17"|"14/10/2011 14:38:54"|"1"|"SCOR-2"|"449"
"252"|"a234"|"53340"|""|"25/07/2006 11:22:19"|"22/08/2008 11:01:45"|"0"|"scor-2"|"449"
"253"|"a1216"|"59051"|""|"25/07/2006 11:32:15"|"22/08/2008 15:00:05"|"0"|"SCOR-3"|"518"
"254"|"b566"|"30273"|""|"25/07/2006 11:33:44"|"14/08/2008 15:41:49"|"0"|"scor-1"|"447"
"255"|"b079"|"31338"|""|"25/07/2006 11:41:57"|"22/08/2008 10:53:09"|"0"|"scor-2"|"448"
"256"|"b511"|"29661"|""|"25/07/2006 11:46:38"|"22/08/2008 10:55:58"|"0"|"scor-2"|"450"
"257"|"a696"|"57250"|""|"25/07/2006 11:55:13"|"09/12/2008 11:54:36"|"0"|"scor-3"|"519"
"258"|"b669"|"30289"|""|"25/07/2006 12:07:13"|"22/08/2008 15:01:34"|"0"|"scor-3"|"520"
"259"|"b172"|"30368"|""|"25/07/2006 12:08:36"|"22/08/2008 10:57:31"|"0"|"scor-2"|"465"
"260"|"B504"|"29482"|""|"25/07/2006 12:12:12"|"14/08/2008 15:39:52"|"0"|"scor-1"|"465"
"261"|"c0907"|"14236"|""|"25/07/2006 12:19:34"|"25/07/2006 12:19:46"|"0"|"scor-1"|"458"
"262"|"a977"|"57230"|""|"25/07/2006 12:19:36"|"14/08/2008 15:38:20"|"0"|"scor-1"|"458"
"263"|"B265"|"31291"|""|"25/07/2006 12:30:59"|"14/08/2008 15:41:32"|"0"|"scor-1"|"467"
"264"|"b341"|"30266"|""|"25/07/2006 14:23:22"|"22/08/2008 10:56:12"|"0"|"scor-2"|"451"
"265"|"c1059"|"16874"|""|"25/07/2006 14:27:28"|"22/08/2008 15:01:52"|"0"|"scor-3"|"521"
"266"|"b340"|"31134"|""|"25/07/2006 17:09:29"|"21/05/2013 10:07:25"|"1"|"scor-1"|"525"
"267"|"y135"|"36150"|""|"25/07/2006 17:12:32"|"05/09/2008 11:36:53"|"0"|"tbs-2"|"524"
"268"|"a1320"|"54648"|""|"25/07/2006 17:12:33"|"23/07/2008 11:42:31"|"1"|"scor-2"|"524"
"269"|"a1007"|"56183"|""|"25/07/2006 17:16:04"|"02/07/2013 14:28:14"|"1"|"scor-2"|"524"
"270"|"b725"|"29646"|""|"25/07/2006 17:18:15"|"22/08/2008 10:56:40"|"0"|"scor-2"|"3"
"271"|"a1361"|"54391"|""|"26/07/2006 08:47:42"|"22/08/2008 11:02:03"|"0"|"scor-2"|"474"
"272"|"b1160"|"28869"|""|"26/07/2006 08:47:46"|"22/08/2008 10:58:03"|"0"|"scor-2"|"474"
"273"|"c1496"|"10814"|""|"26/07/2006 08:48:10"|"29/12/2011 15:46:35"|"0"|"scor-3"|"474"
"274"|"b628"|"30201"|""|"26/07/2006 09:01:01"|"22/08/2008 10:56:52"|"0"|"scor-2"|"453"
"275"|"b1168"|"28146"|""|"26/07/2006 09:29:24"|"22/08/2008 10:58:18"|"0"|"scor-2"|"471"
"276"|"b523"|"30487"|""|"26/07/2006 09:31:00"|"14/08/2008 15:40:36"|"0"|"scor-1"|"466"
"277"|"b164"|"31399"|"transvasé dans A1343 le 3/5/06"|"26/07/2006 09:33:31"|"23/07/2008 12:03:40"|"1"|"s-1"|"463"
"278"|"a1343"|"53955"|""|"26/07/2006 09:33:33"|"14/08/2008 15:39:08"|"0"|"scor-1"|"463"
"279"|"b574"|"30366"|""|"26/07/2006 09:43:05"|"14/08/2008 15:41:58"|"0"|"scor-1"|"463"
"280"|"b567"|"30343"|""|"26/07/2006 09:46:00"|"29/12/2011 15:56:48"|"0"|"scor-3"|"527"
"281"|"b615"|"30262"|""|"26/07/2006 09:47:13"|"22/08/2008 10:57:03"|"0"|"scor-2"|"464"
"282"|"b1166"|"28445"|""|"26/07/2006 09:55:59"|"14/08/2008 15:41:17"|"0"|"scor-1"|"459"
"283"|"a017"|"54853"|""|"26/07/2006 09:58:08"|"14/08/2008 15:42:21"|"0"|"scor-1"|"459"
"284"|"b394"|"31471"|""|"26/07/2006 10:03:41"|"14/08/2008 15:42:38"|"0"|"scor-1"|"461"
"285"|"B853"|"30426"|""|"26/07/2006 10:55:02"|"22/08/2008 10:59:45"|"0"|"Scor-2"|"529"
"286"|"a371"|"53906"|""|"26/07/2006 10:56:44"|"22/08/2008 11:02:37"|"0"|"Scor-2"|"475"
"287"|"b202"|"31137"|""|"26/07/2006 10:58:17"|"22/08/2008 10:59:21"|"0"|"scor-2"|"454"
"288"|"b018"|"31298"|""|"26/07/2006 11:06:27"|"22/08/2008 10:59:03"|"0"|"scor-2"|"457"
"289"|"b613"|"29207"|"clos le 03/05/2006"|"26/07/2006 11:10:13"|"24/07/2008 14:43:20"|"1"|"s-1"|"462"
"290"|"a1341"|"53792"|""|"26/07/2006 11:10:30"|"14/08/2008 15:38:58"|"0"|"scor-1"|"462"
"291"|"b1164"|"29293"|""|"26/07/2006 11:19:58"|"29/12/2011 15:33:44"|"0"|"scor-1"|"468"
"292"|"c1493"|"10679"|""|"26/07/2006 11:22:29"|"29/12/2011 15:45:45"|"0"|"scor-3"|"470"
"293"|"b764"|"30204"|""|"26/07/2006 11:24:27"|"22/08/2008 10:59:58"|"0"|"scor-2"|"455"
"294"|"b1154"|"28903"|""|"26/07/2006 11:25:54"|"14/08/2008 15:41:07"|"0"|"scor-1"|"455"
"295"|"b1167"|"28892"|""|"26/07/2006 11:43:21"|"14/08/2008 15:43:17"|"0"|"scor-1"|"472"
"296"|"b565"|"30118"|""|"26/07/2006 11:46:01"|"22/08/2008 11:00:14"|"0"|"scor-2"|"530"
"297"|"b555"|"30380"|""|"26/07/2006 11:50:08"|"22/08/2008 10:58:45"|"0"|"scor-2"|"531"
"298"|"a1188"|"58589"|""|"26/07/2006 11:52:28"|"14/08/2008 15:43:35"|"0"|"scor-1"|"460"
"299"|"a212"|"53742"|""|"26/07/2006 11:52:30"|"14/08/2008 15:43:50"|"0"|"scor-1"|"460"
"300"|"a694"|"53327"|""|"26/07/2006 11:52:44"|"14/08/2008 15:44:04"|"0"|"scor-1"|"460"
"301"|"y129"|"36500"|""|"26/07/2006 11:52:59"|"08/09/2008 15:02:35"|"0"|"tbs-4"|"460"
"302"|"B862"|"30009"|""|"26/07/2006 12:16:24"|"22/08/2008 11:00:41"|"0"|"scor-2"|"535"
"303"|"c1060"|"16363"|""|"26/07/2006 12:18:00"|"22/08/2008 15:02:01"|"0"|"scor-3"|"534"
"304"|"b733"|"30000"|""|"26/07/2006 12:19:02"|"22/08/2008 11:00:45"|"0"|"scor-2"|"533"
"305"|"b521"|"30212"|""|"26/07/2006 12:20:40"|"22/08/2008 15:01:10"|"0"|"scor-3"|"532"
"306"|"b593"|"30329"|""|"26/07/2006 12:24:33"|"22/08/2008 15:00:49"|"0"|"scor-3"|"537"
"307"|"b526"|"30055"|""|"26/07/2006 12:25:33"|"22/08/2008 15:01:00"|"0"|"scor-3"|"536"
"309"|"c1050"|"9331"|""|"26/07/2006 14:49:16"|"31/08/2011 10:04:09"|"0"|"SPD-1"|"540"
"310"|"c1051"|"9468"|""|"26/07/2006 14:52:26"|"09/12/2008 11:36:33"|"0"|"1ac1-bogda"|"539"
"311"|"b264"|"30398"|""|"26/07/2006 14:52:29"|"26/07/2006 14:52:57"|"0"|""|"539"
"312"|"b135"|"31077"|""|"26/07/2006 14:55:58"|"29/02/2012 11:06:29"|"0"|"BOGDA"|"437"
"313"|"c1052"|"9439"|""|"26/07/2006 14:57:21"|"31/08/2011 10:02:43"|"0"|"SPD-1"|"437"
"314"|"b244"|"30321"|""|"26/07/2006 14:59:40"|"09/12/2008 11:37:04"|"0"|"1ac1-bogda"|"438"
"315"|"b392"|"30524"|""|"26/07/2006 15:01:59"|"31/08/2011 10:03:42"|"0"|"SPD-1"|"439"
"317"|"b287"|"30277"|""|"26/07/2006 15:41:57"|"31/08/2011 10:03:46"|"0"|"SPD-1"|"433"
"321"|"l605"|"29915"|""|"26/07/2006 15:58:17"|"31/08/2011 10:03:51"|"0"|"SPD-1"|"436"
